iter	Logloss
539	0.2111281408
540	0.2110889781
541	0.2110518135
542	0.2110216885
543	0.2109874108
544	0.210957649
545	0.210926856
546	0.2108849992
547	0.2108576548
548	0.2108275472
549	0.2107956792
550	0.2107603919
551	0.2107352313
552	0.2107018528
553	0.210666166
554	0.2106320623
555	0.2106004557
556	0.2105737786
557	0.2105477427
558	0.2105216057
559	0.210483089
560	0.2104601076
561	0.2104369524
562	0.210405964
563	0.2103707419
564	0.2103357826
565	0.2103006498
566	0.2102648702
567	0.2102322299
568	0.2102075241
569	0.2101768027
570	0.2101465732
571	0.2101179641
572	0.2100871052
573	0.210061516
574	0.2100336722
575	0.2099982205
576	0.2099682611
577	0.2099444713
578	0.2099146001
579	0.2098785229
580	0.2098469919
581	0.2098105933
582	0.2097833432
583	0.2097533502
584	0.2097170072
585	0.2096796771
586	0.2096452587
587	0.2096198545
588	0.2095932337
589	0.2095590303
590	0.2095227277
591	0.2094957176
592	0.2094638602
593	0.2094253485
594	0.2093985653
595	0.2093660126
596	0.2093390122
597	0.2093086707
598	0.2092800767
599	0.2092569826
600	0.2092265176
601	0.2091880199
602	0.209153317
603	0.2091204593
604	0.209088912
605	0.2090549008
606	0.2090182762
607	0.2089877281
608	0.2089597743
609	0.2089333663
610	0.2088957562
611	0.2088676367
612	0.2088412293
613	0.2088173522
614	0.2087851106
615	0.2087639502
616	0.2087186082
617	0.2086898702
618	0.2086573723
619	0.2086227379
620	0.2085882724
621	0.2085642491
622	0.2085346951
623	0.208503091
624	0.2084726721
625	0.2084448437
626	0.208417661
627	0.2083857393
628	0.2083503609
629	0.2083176838
630	0.2082873045
631	0.2082501075
632	0.2082185022
633	0.2081921241
634	0.2081683311
635	0.2081437986
636	0.2081178644
637	0.208086583
638	0.2080617296
639	0.2080367252
640	0.208007518
641	0.2079704073
642	0.2079485101
643	0.2079225052
644	0.2078942718
645	0.2078702766
646	0.2078399489
647	0.2078158938
648	0.2077928608
649	0.2077645403
650	0.2077371098
651	0.20771191
652	0.2076850273
653	0.2076599049
654	0.207629137
655	0.2075973137
656	0.2075670436
657	0.2075365497
658	0.2075039182
659	0.2074810989
660	0.2074400332
661	0.2074081238
662	0.2073743322
663	0.2073562375
664	0.2073312044
665	0.2073098902
666	0.2072759989
667	0.2072547963
668	0.2072320104
669	0.2072106514
670	0.2071782084
671	0.2071401495
672	0.2071136402
673	0.2070843342
674	0.2070561641
675	0.2070292204
676	0.2069979804
677	0.2069653599
678	0.2069385121
679	0.2069223394
680	0.2068973684
681	0.206868637
682	0.2068459307
683	0.2068192282
684	0.206786546
685	0.2067507386
686	0.2067203613
687	0.2066951528
688	0.2066731334
689	0.2066500961
690	0.2066252872
691	0.2065949106
692	0.206561364
693	0.2065277298
694	0.2065024896
695	0.2064766237
696	0.2064505641
697	0.206430869
698	0.2064055856
699	0.2063745625
700	0.2063419377
701	0.2063095274
702	0.2062825348
703	0.2062636796
704	0.2062341076
705	0.2062122207
706	0.2061922091
707	0.2061665609
708	0.2061411332
709	0.2061135412
710	0.2060861313
711	0.206058895
712	0.2060347717
713	0.2060049895
714	0.2059835552
715	0.2059468132
716	0.2059247692
717	0.2058991836
718	0.205882931
719	0.2058638378
720	0.2058481609
721	0.2058220714
722	0.2057909754
723	0.2057571235
724	0.2057310276
725	0.2057028372
726	0.2056746004
727	0.2056513684
728	0.2056239103
729	0.2055943409
730	0.205564353
731	0.2055433056
732	0.2055234215
733	0.2054919057
734	0.2054668912
735	0.2054366517
736	0.2054132558
737	0.2053820336
738	0.2053625907
739	0.2053363633
740	0.2053155469
741	0.2052928242
742	0.2052614446
743	0.205244442
744	0.2052212889
745	0.2051829704
746	0.2051616366
747	0.2051426852
748	0.2051138115
749	0.2050976682
750	0.2050681027
751	0.205056984
752	0.2050328011
753	0.2050064242
754	0.2049773725
755	0.2049493254
756	0.2049175473
757	0.204879706
758	0.2048519743
759	0.2048266608
760	0.2047969648
761	0.2047718292
762	0.2047476339
763	0.2047253245
764	0.2047027165
765	0.2046794603
766	0.2046616745
767	0.2046361171
768	0.2046128346
769	0.2045858895
770	0.2045692192
771	0.2045444033
772	0.2045221151
773	0.2044887809
774	0.2044621546
775	0.2044379571
776	0.2044132295
777	0.2043829992
778	0.2043561352
779	0.204328631
780	0.2043051754
781	0.2042798067
782	0.2042580557
783	0.2042355912
784	0.2042209956
785	0.2042024144
786	0.2041795302
787	0.2041604021
788	0.204142884
789	0.2041187879
790	0.2041082201
791	0.2040776362
792	0.2040524397
793	0.2040227399
794	0.2039972282
795	0.2039712824
796	0.2039362853
797	0.2039057406
798	0.2038809916
799	0.2038551071
800	0.2038245843
801	0.2037944816
802	0.2037746824
803	0.2037463821
804	0.2037194495
805	0.2036957372
806	0.2036729289
807	0.2036516052
808	0.2036305014
809	0.2036066019
810	0.203585816
811	0.2035635761
812	0.2035389918
813	0.2035025715
814	0.2034769421
815	0.2034480856
816	0.2034292302
817	0.2034043067
818	0.2033663834
819	0.203337194
820	0.2033025676
821	0.2032847035
822	0.2032535801
823	0.2032258386
824	0.203200566
825	0.2031774262
826	0.2031530451
827	0.2031206664
828	0.2031127474
829	0.203086872
830	0.2030617291
831	0.2030427572
832	0.2030290427
833	0.2030072895
834	0.2029794534
835	0.2029598044
836	0.2029367796
837	0.2029141549
838	0.2028905315
839	0.2028710526
840	0.2028437672
841	0.2028257619
842	0.2028111524
843	0.2027801767
844	0.2027587956
845	0.2027267532
846	0.2027032087
847	0.2026709021
848	0.2026438104
849	0.2026229401
850	0.2026012874
851	0.2025763121
852	0.202549588
853	0.2025160141
854	0.2024839234
855	0.2024677399
856	0.2024360972
857	0.202405728
858	0.2023903129
859	0.2023637746
860	0.2023384396
861	0.2023129197
862	0.2022827196
863	0.2022615834
864	0.2022388468
865	0.2022077848
866	0.202199094
867	0.2021748846
868	0.2021531214
869	0.2021312544
870	0.2021053881
871	0.2020896587
872	0.2020669832
873	0.2020449757
874	0.2020227123
875	0.2019975613
876	0.2019681812
877	0.2019402508
878	0.2019232697
879	0.2018879067
880	0.2018668589
881	0.2018396579
882	0.2018224545
883	0.2017964534
884	0.2017753481
885	0.2017525358
886	0.2017326811
887	0.2017109368
888	0.2016898787
889	0.2016761123
890	0.2016444494
891	0.2016228122
892	0.2015914471
893	0.2015848427
894	0.2015652031
895	0.2015434822
896	0.2015231411
897	0.2014864551
898	0.2014523086
899	0.2014194287
900	0.2013958731
901	0.2013693311
902	0.2013477114
903	0.2013205314
904	0.2012939864
905	0.2012780421
906	0.2012501564
907	0.2012301721
908	0.2012065106
909	0.2011787551
910	0.2011537617
911	0.2011369666
912	0.2011156397
913	0.2010975261
914	0.2010732107
915	0.2010549381
916	0.2010311373
917	0.2009979934
918	0.2009759596
919	0.200942472
920	0.2009230782
921	0.2009184439
922	0.200889299
923	0.2008647576
924	0.2008500504
925	0.2008242697
926	0.2007947074
927	0.2007644657
928	0.2007361688
929	0.2007236174
930	0.2007004728
931	0.2006831821
932	0.2006676112
933	0.2006500607
934	0.2006284625
935	0.2006059862
936	0.2005898268
937	0.2005736626
938	0.2005514433
939	0.2005346404
940	0.2005088364
941	0.2004992009
942	0.200477253
943	0.2004536762
944	0.2004333615
945	0.2004060644
946	0.2003795437
947	0.2003548086
948	0.2003321266
949	0.2003075315
950	0.2002771968
951	0.2002605289
952	0.200235232
953	0.2002113938
954	0.2001886354
955	0.2001684519
956	0.2001372791
957	0.2001250107
958	0.2000986416
959	0.2000759376
960	0.2000544618
961	0.200032028
962	0.2000077473
963	0.1999871699
964	0.1999648861
965	0.1999421175
966	0.1999225275
967	0.1998942762
968	0.1998759993
969	0.1998540989
970	0.1998311567
971	0.1998050911
972	0.1997797981
973	0.199773053
974	0.1997450172
975	0.1997120583
976	0.1996864441
977	0.1996645764
978	0.1996326543
979	0.1996087035
980	0.1995880174
981	0.199569736
982	0.199544724
983	0.1995213221
984	0.1995008643
985	0.1994948444
986	0.1994691711
987	0.1994438692
988	0.1994220168
989	0.1993961789
990	0.1993758362
991	0.199347483
992	0.1993327312
993	0.1993142971
994	0.1992892249
995	0.1992726592
996	0.199244166
997	0.1992098826
998	0.199182073
999	0.1991767834
